epoch,accuracy,learning_rate,loss,top_k_accuracy,val_accuracy,val_loss,val_top_k_accuracy
9,0.6383479833602905,0.0005000000237487257,1.0517011880874634,0.8084955811500549,0.6235795617103577,1.0108977556228638,0.8210227489471436
10,0.6511463522911072,0.0005000000237487257,1.0165003538131714,0.8263975977897644,0.6321022510528564,1.0027953386306763,0.8167613744735718
11,0.6601758599281311,0.0005000000237487257,0.9941784143447876,0.8311871886253357,0.6044034361839294,1.1495662927627563,0.7904829382896423
12,0.6623743772506714,0.0005000000237487257,0.9949838519096375,0.8334642052650452,0.6974431872367859,0.8574665188789368,0.8622159361839294
13,0.6772927045822144,0.0005000000237487257,0.971584141254425,0.841865599155426,0.7322443127632141,0.8366345763206482,0.8849431872367859
14,0.6794126629829407,0.0005000000237487257,0.952137291431427,0.8442211151123047,0.6818181872367859,0.926147997379303,0.8600852489471436
15,0.6925251483917236,0.0005000000237487257,0.9376999139785767,0.8513662219047546,0.6938920617103577,0.8497653603553772,0.8678977489471436
16,0.7027323842048645,0.0005000000237487257,0.9137205481529236,0.8589823842048645,0.7215909361839294,0.7983211278915405,0.8884943127632141
17,0.7099560499191284,0.0005000000237487257,0.8898232579231262,0.8641645908355713,0.734375,0.7591845989227295,0.9026988744735718
18,0.7167085409164429,0.0005000000237487257,0.8714029788970947,0.8692682385444641,0.7428977489471436,0.7595104575157166,0.8977272510528564
19,0.7203203439712524,0.0005000000237487257,0.8571197390556335,0.8720163106918335,0.7329545617103577,0.7997909188270569,0.8835227489471436
20,0.7299780249595642,0.0005000000237487257,0.837523877620697,0.8776695728302002,0.7485795617103577,0.7393003702163696,0.8941761255264282
21,0.7305276393890381,0.0005000000237487257,0.833123505115509,0.8785333037376404,0.7294034361839294,0.7817840576171875,0.890625
22,0.7338253855705261,0.0005000000237487257,0.8242416977882385,0.8806532621383667,0.7279829382896423,0.7612754702568054,0.9026988744735718
23,0.7452889680862427,0.0005000000237487257,0.8027544021606445,0.8876413106918335,0.7642045617103577,0.6901393532752991,0.9197443127632141
24,0.7489792704582214,0.0005000000237487257,0.7947484850883484,0.8903894424438477,0.7329545617103577,0.7793954610824585,0.8899147510528564
25,0.7478800415992737,0.0005000000237487257,0.793651819229126,0.8875628113746643,0.7471590638160706,0.7235510349273682,0.9012784361839294
26,0.7554962038993835,0.0005000000237487257,0.7683929800987244,0.8961212038993835,0.7649147510528564,0.7307156920433044,0.9176136255264282
0,0.7554962038993835,0.0005000000237487257,0.7726604342460632,0.8902323842048645,0.7528409361839294,0.7064528465270996,0.9190340638160706
1,0.7625628113746643,0.0005000000237487257,0.757510781288147,0.8981626629829407,0.7869318127632141,0.6194018125534058,0.9240056872367859
2,0.7685301303863525,0.0005000000237487257,0.7322543859481812,0.9016174674034119,0.7407670617103577,0.7921469211578369,0.8913352489471436
3,0.7694723606109619,0.0005000000237487257,0.7355745434761047,0.8979271650314331,0.7514204382896423,0.7122935652732849,0.9048295617103577
4,0.7785804271697998,0.0005000000237487257,0.7185099720954895,0.9060929417610168,0.7592329382896423,0.7223189473152161,0.9048295617103577
5,0.7796011567115784,0.0005000000237487257,0.7075688242912292,0.9024811387062073,0.7485795617103577,0.7336816787719727,0.9105113744735718
6,0.7791300415992737,0.0005000000237487257,0.7151417136192322,0.9028737545013428,0.7762784361839294,0.6695424914360046,0.9254261255264282
7,0.7763819098472595,0.0005000000237487257,0.7076783180236816,0.9070351719856262,0.7649147510528564,0.6941311359405518,0.9204545617103577
8,0.8042556643486023,0.0003000000142492354,0.6380958557128906,0.9224246144294739,0.7840909361839294,0.6630303859710693,0.9133522510528564
9,0.8163473606109619,0.0003000000142492354,0.6145625710487366,0.9254868030548096,0.7940340638160706,0.6302747130393982,0.9247159361839294
10,0.8187814354896545,0.0003000000142492354,0.5919557809829712,0.92902010679245,0.7904829382896423,0.6336393356323242,0.9232954382896423
11,0.820273220539093,0.0003000000142492354,0.5801227688789368,0.9294126629829407,0.7897727489471436,0.6527572870254517,0.9240056872367859
12,0.8227857947349548,0.0003000000142492354,0.5781453251838684,0.9295697212219238,0.7755681872367859,0.691238522529602,0.9169034361839294
13,0.8219221234321594,0.0003000000142492354,0.5715875029563904,0.9328674674034119,0.7748579382896423,0.7036131024360657,0.9161931872367859
14,0.8407663106918335,0.00018000000272877514,0.5333345532417297,0.9398555159568787,0.8075284361839294,0.590745210647583,0.9247159361839294
15,0.8410804271697998,0.00018000000272877514,0.5209806561470032,0.9392274022102356,0.8025568127632141,0.6048796772956848,0.9325284361839294
16,0.8566268682479858,0.00018000000272877514,0.4982393682003021,0.9424465894699097,0.8032670617103577,0.6048774123191833,0.9303977489471436
17,0.8547424674034119,0.00018000000272877514,0.49004045128822327,0.9448021650314331,0.8068181872367859,0.6373531818389893,0.9197443127632141
18,0.8564698696136475,0.00018000000272877514,0.4764209985733032,0.9475502371788025,0.7990056872367859,0.6374736428260803,0.9268465638160706
19,0.861966073513031,0.00018000000272877514,0.46743854880332947,0.948649525642395,0.7855113744735718,0.6605231165885925,0.9268465638160706
