epoch,accuracy,learning_rate,loss,top_k_accuracy,val_accuracy,val_loss,val_top_k_accuracy
0,0.21058416366577148,0.0010000000474974513,2.7181849479675293,0.35827574133872986,0.3849431872367859,2.020592451095581,0.6171875
1,0.31006595492362976,0.0010000000474974513,2.2553179264068604,0.4835898280143738,0.45383521914482117,1.8616986274719238,0.6960227489471436
2,0.3579616844654083,0.0010000000474974513,2.106915235519409,0.5504083037376404,0.4744318127632141,1.7766612768173218,0.7009943127632141
3,0.3753925859928131,0.0010000000474974513,2.017232656478882,0.5749843120574951,0.5007102489471436,1.6995617151260376,0.7116477489471436
4,0.39596420526504517,0.0010000000474974513,1.949159860610962,0.6033291220664978,0.5134943127632141,1.6375012397766113,0.7166193127632141
5,0.4031878113746643,0.0010000000474974513,1.8957079648971558,0.6135364174842834,0.5170454382896423,1.5714911222457886,0.7457386255264282
6,0.41418027877807617,0.0010000000474974513,1.8542717695236206,0.6187185645103455,0.5333806872367859,1.5118885040283203,0.7492897510528564
7,0.41983354091644287,0.0010000000474974513,1.8140206336975098,0.63214510679245,0.5284090638160706,1.4775294065475464,0.7492897510528564
8,0.433260053396225,0.0010000000474974513,1.7824863195419312,0.6370131969451904,0.5490056872367859,1.4562714099884033,0.75
9,0.42988380789756775,0.0010000000474974513,1.7744206190109253,0.6326162219047546,0.5561079382896423,1.4339020252227783,0.7492897510528564
0,0.46341079473495483,9.999999747378752e-05,1.6914479732513428,0.6649654507637024,0.5049715638160706,1.5944260358810425,0.6988636255264282
1,0.5241833925247192,9.999999747378752e-05,1.5302032232284546,0.7288002371788025,0.4978693127632141,1.590983510017395,0.6725852489471436
2,0.5447550415992737,9.999999747378752e-05,1.4645434617996216,0.7503926157951355,0.6264204382896423,1.3051552772521973,0.8082386255264282
3,0.5628926157951355,9.999999747378752e-05,1.4139755964279175,0.7624843120574951,0.5376420617103577,1.5173534154891968,0.7372159361839294
4,0.5818938612937927,9.999999747378752e-05,1.3665179014205933,0.781956672668457,0.6342329382896423,1.2856159210205078,0.8146306872367859
5,0.6043498516082764,9.999999747378752e-05,1.3193696737289429,0.7883166074752808,0.6704545617103577,1.1200891733169556,0.8430397510528564
6,0.604192852973938,9.999999747378752e-05,1.2951403856277466,0.7955402135848999,0.6214488744735718,1.2533376216888428,0.7819602489471436
7,0.6166771650314331,9.999999747378752e-05,1.256186842918396,0.807239294052124,0.6058238744735718,1.2355889081954956,0.8139204382896423
8,0.6288473606109619,9.999999747378752e-05,1.2216695547103882,0.8139918446540833,0.6264204382896423,1.2055102586746216,0.8295454382896423
9,0.6340295076370239,9.999999747378752e-05,1.2040660381317139,0.8160333037376404,0.6221590638160706,1.1975926160812378,0.8167613744735718
0,0.622408926486969,5.999999848427251e-05,1.2416108846664429,0.8110081553459167,0.640625,1.2006038427352905,0.8288352489471436
1,0.6539729833602905,5.999999848427251e-05,1.184584617614746,0.8287531137466431,0.7400568127632141,0.9552444815635681,0.8970170617103577
2,0.6535804271697998,5.999999848427251e-05,1.1759315729141235,0.8294597864151001,0.7144886255264282,1.0002213716506958,0.8849431872367859
3,0.6625314354896545,5.999999848427251e-05,1.1425986289978027,0.838567852973938,0.734375,0.9408252239227295,0.8991477489471436
4,0.6746231317520142,5.999999848427251e-05,1.1152493953704834,0.8424152135848999,0.7393465638160706,0.9093568921089172,0.8991477489471436
5,0.6805904507637024,5.999999848427251e-05,1.0999733209609985,0.8464195728302002,0.7201704382896423,0.9795188903808594,0.8650568127632141
6,0.6809045076370239,5.999999848427251e-05,1.0905938148498535,0.8495603203773499,0.7080965638160706,1.0183759927749634,0.8579545617103577
7,0.6942524909973145,5.999999848427251e-05,1.0547157526016235,0.8616520166397095,0.7606534361839294,0.8472301959991455,0.9083806872367859
